Category,Product Name,Eco Score
Electronics,MacBook Pro 1411,6
Electronics,Samsung Galaxy S21 9968,2
Electronics,MacBook Pro 9521,3
Electronics,Samsung Galaxy S21 5358,3
Electronics,iPad Air 1804,5
Electronics,Dell XPS 13 9347,4
Electronics,iPad Air 6780,9
Electronics,iPad Air 1490,1
Electronics,Dell XPS 13 2631,9
Electronics,Sony WH-1000XM4 2843,7
Electronics,Dell XPS 13 686,6
Electronics,Sony WH-1000XM4 3772,8
Electronics,MacBook Pro 5918,7
Electronics,Dell XPS 13 3073,6
Electronics,MacBook Pro 9657,2
Electronics,iPhone 12 1349,3
Electronics,Dell XPS 13 7553,3
Electronics,iPad Air 9180,3
Electronics,iPad Air 5985,5
Electronics,Samsung Galaxy S21 4613,5
Electronics,MacBook Pro 2517,9
Electronics,Samsung Galaxy S21 4508,3
Electronics,iPhone 12 6050,1
Electronics,Samsung Galaxy S21 2757,8
Electronics,Samsung Galaxy S21 2537,2
Electronics,Samsung Galaxy S21 8042,8
Electronics,iPad Air 4490,3
Electronics,MacBook Pro 3172,2
Electronics,iPhone 12 4522,9
Electronics,Dell XPS 13 912,4
Electronics,iPad Air 733,7
Electronics,Sony WH-1000XM4 3700,9
Electronics,iPad Air 3857,5
Electronics,Sony WH-1000XM4 6761,1
Electronics,Samsung Galaxy S21 8346,2
Electronics,iPhone 12 8031,6
Electronics,MacBook Pro 6667,3
Electronics,MacBook Pro 8297,2
Electronics,Sony WH-1000XM4 3913,3
Electronics,iPad Air 7369,10
Electronics,iPad Air 7421,5
Electronics,iPad Air 9804,10
Electronics,Dell XPS 13 1621,4
Electronics,Samsung Galaxy S21 2473,8
Electronics,Dell XPS 13 5064,10
Electronics,iPhone 12 5736,7
Electronics,MacBook Pro 3827,2
Electronics,Sony WH-1000XM4 762,9
Electronics,iPad Air 1271,3
Electronics,Sony WH-1000XM4 5971,6
Electronics,iPad Air 7081,6
Electronics,Sony WH-1000XM4 9563,10
Electronics,Sony WH-1000XM4 5005,3
Electronics,iPad Air 5338,3
Electronics,Dell XPS 13 2121,5
Electronics,iPad Air 2571,10
Electronics,iPad Air 7548,5
Electronics,Samsung Galaxy S21 723,1
Electronics,Dell XPS 13 3227,5
Electronics,Dell XPS 13 850,3
Electronics,Sony WH-1000XM4 6632,8
Electronics,iPhone 12 221,4
Electronics,Sony WH-1000XM4 2332,4
Electronics,MacBook Pro 9017,8
Electronics,Sony WH-1000XM4 9828,6
Electronics,Samsung Galaxy S21 7053,1
Electronics,iPad Air 1416,4
Electronics,MacBook Pro 7600,5
Electronics,iPhone 12 3363,6
Electronics,iPad Air 3332,8
Electronics,iPhone 12 4742,10
Electronics,Dell XPS 13 6761,7
Electronics,MacBook Pro 1371,3
Electronics,iPad Air 2046,2
Electronics,Sony WH-1000XM4 694,6
Electronics,Samsung Galaxy S21 8969,2
Electronics,iPad Air 3967,9
Electronics,Dell XPS 13 5124,8
Electronics,Sony WH-1000XM4 419,10
Electronics,Samsung Galaxy S21 5173,1
Electronics,iPad Air 4886,6
Electronics,MacBook Pro 1351,10
Electronics,iPhone 12 2643,8
Electronics,Sony WH-1000XM4 8180,3
Electronics,iPad Air 607,5
Electronics,MacBook Pro 2786,6
Electronics,MacBook Pro 4832,7
Electronics,iPad Air 3379,3
Electronics,iPhone 12 9828,1
Electronics,Samsung Galaxy S21 5724,7
Electronics,Dell XPS 13 6492,5
Electronics,iPad Air 7611,7
Electronics,iPhone 12 158,10
Electronics,iPhone 12 8508,10
Electronics,Samsung Galaxy S21 5548,4
Electronics,Sony WH-1000XM4 9341,4
Electronics,Dell XPS 13 727,1
Electronics,Samsung Galaxy S21 363,9
Electronics,iPhone 12 7551,5
Electronics,Sony WH-1000XM4 8161,10
Electronics,Dell XPS 13 5132,3
Electronics,Sony WH-1000XM4 8238,6
Electronics,Samsung Galaxy S21 5129,7
Electronics,iPhone 12 9050,6
Electronics,Dell XPS 13 6092,1
Electronics,Samsung Galaxy S21 1723,8
Electronics,Samsung Galaxy S21 7341,4
Electronics,Dell XPS 13 3727,10
Electronics,iPhone 12 7634,2
Electronics,MacBook Pro 8613,7
Electronics,iPhone 12 8313,9
Electronics,iPhone 12 8401,4
Electronics,iPad Air 3574,5
Electronics,Samsung Galaxy S21 2432,6
Electronics,Sony WH-1000XM4 627,5
Electronics,Samsung Galaxy S21 6217,8
Electronics,iPad Air 6307,4
Electronics,MacBook Pro 9588,7
Electronics,iPad Air 318,6
Electronics,Dell XPS 13 9642,3
Electronics,MacBook Pro 4032,5
Electronics,Sony WH-1000XM4 217,9
Electronics,Sony WH-1000XM4 3515,4
Electronics,Sony WH-1000XM4 9798,9
Electronics,Samsung Galaxy S21 634,7
Electronics,iPad Air 6993,4
Electronics,Dell XPS 13 123,5
Electronics,Sony WH-1000XM4 1402,9
Electronics,Sony WH-1000XM4 5876,10
Electronics,iPhone 12 310,6
Electronics,Sony WH-1000XM4 5066,8
Electronics,Dell XPS 13 5483,9
Electronics,iPad Air 5701,1
Electronics,iPad Air 1783,9
Electronics,iPad Air 2373,5
Electronics,iPad Air 2554,7
Electronics,MacBook Pro 2770,5
Electronics,iPad Air 4331,5
Electronics,Samsung Galaxy S21 8955,7
Electronics,Samsung Galaxy S21 9628,2
Electronics,iPhone 12 413,9
Electronics,iPhone 12 8301,9
Electronics,Samsung Galaxy S21 1769,1
Electronics,iPad Air 1910,3
Electronics,iPhone 12 1390,5
Electronics,Sony WH-1000XM4 2313,5
Electronics,Sony WH-1000XM4 6628,5
Electronics,MacBook Pro 6055,3
Electronics,iPad Air 2216,3
Electronics,Sony WH-1000XM4 7352,6
Electronics,Samsung Galaxy S21 6136,6
Electronics,Samsung Galaxy S21 5761,10
Electronics,Samsung Galaxy S21 5980,10
Electronics,Sony WH-1000XM4 1316,10
Electronics,iPad Air 2803,4
Electronics,iPad Air 1324,3
Electronics,iPad Air 748,4
Electronics,MacBook Pro 6049,4
Electronics,Samsung Galaxy S21 6062,3
Electronics,iPad Air 742,2
Electronics,MacBook Pro 2020,10
Electronics,iPhone 12 1809,10
Electronics,iPad Air 450,9
Electronics,Sony WH-1000XM4 8624,5
Electronics,MacBook Pro 7343,9
Electronics,iPhone 12 3398,9
Electronics,Sony WH-1000XM4 5265,2
Electronics,Sony WH-1000XM4 1885,6
Electronics,iPhone 12 2602,3
Electronics,Samsung Galaxy S21 8783,3
Electronics,iPhone 12 9943,8
Electronics,Sony WH-1000XM4 2385,5
Electronics,iPad Air 4524,8
Electronics,MacBook Pro 3267,1
Electronics,iPad Air 4345,10
Electronics,Samsung Galaxy S21 3887,4
Electronics,Samsung Galaxy S21 2119,9
Electronics,Samsung Galaxy S21 5191,3
Electronics,Sony WH-1000XM4 1966,9
Electronics,MacBook Pro 893,1
Electronics,Sony WH-1000XM4 7875,3
Electronics,iPad Air 4030,5
Electronics,MacBook Pro 1047,4
Electronics,MacBook Pro 357,2
Electronics,Samsung Galaxy S21 7724,7
Electronics,Sony WH-1000XM4 3397,8
Electronics,Samsung Galaxy S21 1632,2
Electronics,Dell XPS 13 7402,5
Electronics,Dell XPS 13 413,5
Electronics,Samsung Galaxy S21 9708,4
Electronics,iPhone 12 8717,2
Electronics,Sony WH-1000XM4 6040,10
Electronics,iPad Air 9435,3
Electronics,Samsung Galaxy S21 6170,3
Electronics,iPhone 12 5984,2
Electronics,Dell XPS 13 3702,9
Electronics,MacBook Pro 5829,8
Electronics,Samsung Galaxy S21 2811,5
Electronics,Sony WH-1000XM4 9049,1
Electronics,Sony WH-1000XM4 7147,2
Electronics,iPad Air 1988,9
Electronics,Dell XPS 13 3211,9
Electronics,Dell XPS 13 623,3
Electronics,Sony WH-1000XM4 7088,2
Electronics,iPhone 12 3459,3
Electronics,Sony WH-1000XM4 9451,10
Electronics,Samsung Galaxy S21 9232,4
Electronics,iPad Air 2455,3
Electronics,Dell XPS 13 5024,9
Electronics,iPhone 12 1116,1
Electronics,Samsung Galaxy S21 115,9
Electronics,iPad Air 1926,6
Electronics,Dell XPS 13 6124,3
Electronics,Samsung Galaxy S21 8582,6
Electronics,Sony WH-1000XM4 1555,9
Electronics,MacBook Pro 2868,7
Electronics,Samsung Galaxy S21 4259,2
Electronics,iPhone 12 1637,2
Electronics,MacBook Pro 2383,5
Electronics,Sony WH-1000XM4 976,4
Electronics,iPhone 12 4682,9
Electronics,iPhone 12 2326,3
Electronics,iPad Air 5972,4
Electronics,Samsung Galaxy S21 9709,10
Electronics,iPhone 12 7622,10
Electronics,Sony WH-1000XM4 482,9
Electronics,Sony WH-1000XM4 5010,3
Electronics,iPad Air 4781,3
Electronics,Sony WH-1000XM4 4142,10
Electronics,MacBook Pro 7897,8
Electronics,Samsung Galaxy S21 6905,6
Electronics,Sony WH-1000XM4 8125,8
Electronics,Sony WH-1000XM4 3999,6
Electronics,iPad Air 9289,7
Electronics,MacBook Pro 2170,9
Electronics,iPhone 12 612,1
Electronics,MacBook Pro 1670,2
Electronics,iPhone 12 5764,2
Electronics,Dell XPS 13 5900,4
Electronics,Dell XPS 13 5933,6
Electronics,Samsung Galaxy S21 282,5
Electronics,Sony WH-1000XM4 135,2
Electronics,iPad Air 6027,5
Electronics,Samsung Galaxy S21 3142,6
Electronics,iPhone 12 6127,1
Electronics,iPhone 12 4468,10
Electronics,Sony WH-1000XM4 9112,9
Electronics,iPad Air 1926,4
Electronics,iPad Air 8299,8
Electronics,iPad Air 9130,10
Electronics,iPad Air 9011,4
Electronics,iPad Air 3174,8
Electronics,iPad Air 6094,6
Electronics,Sony WH-1000XM4 9974,3
Electronics,Samsung Galaxy S21 6332,9
Electronics,iPhone 12 6887,2
Electronics,iPhone 12 4582,6
Electronics,Samsung Galaxy S21 6604,7
Electronics,Sony WH-1000XM4 751,3
Electronics,iPhone 12 3755,8
Electronics,iPhone 12 7758,10
Electronics,Samsung Galaxy S21 496,5
Electronics,Samsung Galaxy S21 7070,7
Electronics,iPhone 12 9005,5
Electronics,Sony WH-1000XM4 8707,1
Electronics,iPad Air 8975,4
Electronics,Samsung Galaxy S21 4864,10
Electronics,Dell XPS 13 8003,4
Electronics,iPhone 12 4656,7
Electronics,iPad Air 2308,1
Electronics,Sony WH-1000XM4 2934,5
Electronics,iPad Air 7677,9
Electronics,Sony WH-1000XM4 2099,4
Electronics,iPhone 12 1929,3
Electronics,iPhone 12 2810,6
Electronics,iPad Air 8886,10
Electronics,iPhone 12 5581,4
Electronics,MacBook Pro 7654,1
Electronics,Samsung Galaxy S21 4683,9
Electronics,Samsung Galaxy S21 3832,3
Electronics,Samsung Galaxy S21 1286,3
Electronics,Sony WH-1000XM4 646,3
Electronics,MacBook Pro 6640,7
Electronics,iPad Air 8461,2
Electronics,Sony WH-1000XM4 7110,5
Electronics,Samsung Galaxy S21 3004,1
Electronics,Sony WH-1000XM4 5009,9
Electronics,Dell XPS 13 3549,8
Electronics,Sony WH-1000XM4 9665,3
Electronics,iPad Air 7331,3
Electronics,iPad Air 3369,2
Electronics,Sony WH-1000XM4 4829,3
Electronics,Dell XPS 13 7023,3
Electronics,MacBook Pro 1768,4
Electronics,Samsung Galaxy S21 6549,4
Electronics,Dell XPS 13 6630,6
Electronics,iPhone 12 7322,2
Electronics,iPhone 12 5581,7
Electronics,iPhone 12 1583,5
Electronics,MacBook Pro 1396,4
Electronics,iPhone 12 5133,4
Electronics,iPhone 12 887,4
Electronics,Sony WH-1000XM4 5266,9
Electronics,iPad Air 6769,6
Electronics,iPad Air 4420,7
Electronics,Sony WH-1000XM4 4476,10
Electronics,iPad Air 6329,3
Electronics,Samsung Galaxy S21 1542,4
Electronics,iPad Air 2145,10
Electronics,Dell XPS 13 1626,6
Electronics,MacBook Pro 2587,8
Electronics,Samsung Galaxy S21 1857,2
Electronics,Dell XPS 13 2785,2
Electronics,Sony WH-1000XM4 8280,3
Electronics,Sony WH-1000XM4 1448,5
Electronics,iPhone 12 5738,8
Electronics,Samsung Galaxy S21 5192,1
Electronics,iPad Air 8311,6
Electronics,Samsung Galaxy S21 2384,1
Electronics,iPad Air 53,3
Electronics,Sony WH-1000XM4 2926,9
Electronics,Samsung Galaxy S21 8361,3
Electronics,iPad Air 4108,10
Electronics,Dell XPS 13 9980,1
Electronics,Samsung Galaxy S21 7118,3
Electronics,Dell XPS 13 800,2
Electronics,Dell XPS 13 5655,8
Electronics,iPad Air 3676,8
Electronics,Samsung Galaxy S21 5127,4
Electronics,MacBook Pro 6198,3
Electronics,iPad Air 871,10
Electronics,iPad Air 1139,5
Electronics,iPhone 12 9599,5
Electronics,iPad Air 1487,9
Electronics,iPhone 12 9971,2
Electronics,Dell XPS 13 5239,6
Electronics,iPhone 12 3148,10
Electronics,Dell XPS 13 8033,4
Electronics,Sony WH-1000XM4 1290,10
Electronics,iPhone 12 4206,7
Electronics,MacBook Pro 4401,5
Electronics,iPhone 12 3799,2
Electronics,iPad Air 6590,3
Electronics,Samsung Galaxy S21 3504,1
Electronics,iPhone 12 102,6
Electronics,Sony WH-1000XM4 4917,7
Electronics,Dell XPS 13 3087,10
Electronics,Sony WH-1000XM4 4202,6
Electronics,Samsung Galaxy S21 9069,3
Electronics,Dell XPS 13 6031,8
Electronics,Dell XPS 13 879,7
Electronics,iPhone 12 3082,3
Electronics,MacBook Pro 4089,6
Electronics,Sony WH-1000XM4 5795,6
Electronics,MacBook Pro 3124,3
Electronics,Sony WH-1000XM4 5251,2
Electronics,iPhone 12 9691,6
Electronics,iPhone 12 4424,5
Electronics,MacBook Pro 7994,4
Electronics,Sony WH-1000XM4 6323,3
Electronics,Sony WH-1000XM4 4092,3
Electronics,iPhone 12 6008,6
Electronics,MacBook Pro 7370,8
Electronics,Samsung Galaxy S21 2464,9
Electronics,Dell XPS 13 9529,8
Electronics,Dell XPS 13 6378,9
Electronics,iPhone 12 3410,6
Electronics,iPhone 12 6171,1
Electronics,Dell XPS 13 9687,1
Electronics,Dell XPS 13 1556,4
Electronics,iPad Air 8722,1
Electronics,Sony WH-1000XM4 7467,4
Electronics,Samsung Galaxy S21 7978,8
Electronics,Sony WH-1000XM4 8114,3
Electronics,Sony WH-1000XM4 9900,9
Electronics,iPhone 12 385,1
Electronics,Dell XPS 13 6200,8
Electronics,Sony WH-1000XM4 8107,9
Electronics,iPhone 12 8814,3
Electronics,MacBook Pro 5776,6
Electronics,iPad Air 2452,3
Electronics,Sony WH-1000XM4 3152,9
Electronics,iPad Air 1307,10
Electronics,Dell XPS 13 2551,7
Electronics,Samsung Galaxy S21 8332,3
Electronics,Samsung Galaxy S21 52,1
Electronics,Dell XPS 13 9442,9
Electronics,iPhone 12 9317,3
Electronics,Sony WH-1000XM4 4523,1
Electronics,iPhone 12 8574,5
Electronics,Sony WH-1000XM4 3269,10
Electronics,iPhone 12 3612,2
Electronics,Dell XPS 13 4899,10
Electronics,iPad Air 1237,4
Electronics,iPad Air 3702,4
Electronics,MacBook Pro 2300,5
Electronics,Sony WH-1000XM4 7188,3
Electronics,Dell XPS 13 7477,2
Electronics,iPad Air 8751,2
Electronics,Samsung Galaxy S21 6615,5
Electronics,iPad Air 2847,2
Electronics,Dell XPS 13 3386,9
Electronics,MacBook Pro 9406,1
Electronics,iPad Air 1704,4
Electronics,Dell XPS 13 8817,1
Electronics,Samsung Galaxy S21 6827,9
Electronics,Dell XPS 13 8352,5
Electronics,Samsung Galaxy S21 8951,5
Electronics,MacBook Pro 1550,10
Electronics,MacBook Pro 6536,7
Electronics,iPhone 12 6735,7
Electronics,iPhone 12 9218,9
Electronics,MacBook Pro 3337,7
Electronics,Sony WH-1000XM4 4061,7
Electronics,Dell XPS 13 9072,3
Electronics,Samsung Galaxy S21 7458,2
Electronics,MacBook Pro 2658,3
Electronics,Sony WH-1000XM4 9988,10
Electronics,Dell XPS 13 2719,6
Electronics,iPhone 12 6217,5
Electronics,MacBook Pro 9559,6
Electronics,Samsung Galaxy S21 5348,1
Electronics,Sony WH-1000XM4 3123,7
Electronics,MacBook Pro 3197,9
Electronics,MacBook Pro 4328,3
Electronics,MacBook Pro 1138,9
Electronics,Sony WH-1000XM4 4146,6
Electronics,Samsung Galaxy S21 5301,9
Electronics,MacBook Pro 4917,1
Electronics,Samsung Galaxy S21 9757,10
Electronics,Dell XPS 13 6996,7
Electronics,Dell XPS 13 1106,4
Electronics,iPad Air 6496,5
Electronics,Dell XPS 13 6205,6
Electronics,MacBook Pro 2901,4
Electronics,Samsung Galaxy S21 6085,4
Electronics,iPad Air 7744,1
Electronics,iPhone 12 5556,1
Electronics,iPad Air 2112,6
Electronics,Sony WH-1000XM4 7657,3
Electronics,iPhone 12 7967,6
Electronics,Samsung Galaxy S21 3544,10
Electronics,Dell XPS 13 3654,6
Electronics,Sony WH-1000XM4 9409,2
Electronics,MacBook Pro 9956,5
Electronics,Sony WH-1000XM4 919,6
Electronics,MacBook Pro 32,9
Electronics,MacBook Pro 2892,5
Electronics,iPhone 12 2485,7
Electronics,iPhone 12 1777,2
Electronics,Dell XPS 13 4586,10
Electronics,iPad Air 9582,8
Electronics,MacBook Pro 3560,4
Electronics,iPhone 12 9502,8
Electronics,iPad Air 7293,3
Electronics,Dell XPS 13 5871,2
Electronics,MacBook Pro 895,1
Electronics,Dell XPS 13 1789,7
Electronics,iPad Air 2641,2
Electronics,iPhone 12 3546,1
Electronics,iPhone 12 3887,5
Electronics,Sony WH-1000XM4 5896,6
Electronics,Sony WH-1000XM4 2042,5
Electronics,Sony WH-1000XM4 5050,2
Electronics,iPad Air 8280,7
Electronics,iPhone 12 9742,3
Electronics,MacBook Pro 2598,3
Electronics,Samsung Galaxy S21 5530,2
Electronics,MacBook Pro 1552,8
Electronics,iPad Air 5995,2
Electronics,iPhone 12 5122,5
Electronics,MacBook Pro 9877,7
Electronics,Samsung Galaxy S21 7928,6
Electronics,Samsung Galaxy S21 3710,5
Electronics,iPad Air 5023,4
Electronics,iPhone 12 5696,9
Electronics,Sony WH-1000XM4 4419,3
Electronics,Samsung Galaxy S21 8264,3
Electronics,iPhone 12 7737,7
Electronics,iPad Air 599,10
Electronics,Samsung Galaxy S21 9490,10
Electronics,Samsung Galaxy S21 2974,9
Electronics,Dell XPS 13 2787,6
Electronics,iPad Air 9265,10
Electronics,Samsung Galaxy S21 2049,1
Electronics,iPad Air 8350,2
Electronics,Dell XPS 13 7418,1
Electronics,Sony WH-1000XM4 258,7
Electronics,iPad Air 2565,6
Electronics,Dell XPS 13 4313,4
Electronics,MacBook Pro 1342,5
Electronics,Samsung Galaxy S21 6806,9
Electronics,Dell XPS 13 6889,8
Electronics,iPhone 12 4963,4
Electronics,MacBook Pro 864,2
Electronics,Dell XPS 13 2571,1
Electronics,MacBook Pro 6555,6
Electronics,Samsung Galaxy S21 9842,6
Electronics,iPad Air 9871,5
Electronics,iPhone 12 7719,8
Electronics,MacBook Pro 558,5
Electronics,iPhone 12 496,10
Automotive,BMW i4 5533,6
Automotive,Nissan Leaf 9597,10
Automotive,Nissan Leaf 7737,7
Automotive,BMW i4 9213,2
Automotive,Nissan Leaf 9188,4
Automotive,Tesla Model 3 2629,6
Automotive,Chevrolet Bolt EV 1974,10
Automotive,Nissan Leaf 1636,7
Automotive,Nissan Leaf 4856,4
Automotive,Nissan Leaf 3249,9
Automotive,Tesla Model 3 726,8
Automotive,Toyota Prius 8696,5
Automotive,Chevrolet Bolt EV 492,5
Automotive,Toyota Prius 8806,1
Automotive,Nissan Leaf 7734,8
Automotive,Tesla Model 3 4684,4
Automotive,Chevrolet Bolt EV 8081,2
Automotive,Nissan Leaf 4214,7
Automotive,Tesla Model 3 497,5
Automotive,Nissan Leaf 5882,1
Automotive,Toyota Prius 4668,6
Automotive,Ford Mustang Mach-E 1212,8
Automotive,Ford Mustang Mach-E 3744,3
Automotive,Toyota Prius 5308,2
Automotive,Ford Mustang Mach-E 8735,6
Automotive,Ford Mustang Mach-E 6249,2
Automotive,Tesla Model 3 8785,4
Automotive,Chevrolet Bolt EV 7537,5
Automotive,Toyota Prius 167,10
Automotive,Tesla Model 3 9569,9
Automotive,BMW i4 4759,8
Automotive,Nissan Leaf 795,2
Automotive,Chevrolet Bolt EV 7179,5
Automotive,Chevrolet Bolt EV 4836,4
Automotive,Chevrolet Bolt EV 1162,4
Automotive,Ford Mustang Mach-E 9733,2
Automotive,BMW i4 6936,8
Automotive,Nissan Leaf 4942,3
Automotive,Toyota Prius 6331,7
Automotive,Ford Mustang Mach-E 4968,4
Automotive,Ford Mustang Mach-E 3201,3
Automotive,Nissan Leaf 9152,6
Automotive,Nissan Leaf 2701,5
Automotive,BMW i4 940,4
Automotive,Chevrolet Bolt EV 9122,5
Automotive,Ford Mustang Mach-E 7784,8
Automotive,Chevrolet Bolt EV 4552,2
Automotive,Tesla Model 3 5157,10
Automotive,Nissan Leaf 3819,2
Automotive,Chevrolet Bolt EV 9491,2
Automotive,Toyota Prius 247,2
Automotive,Tesla Model 3 9789,2
Automotive,BMW i4 7390,10
Automotive,Nissan Leaf 2571,5
Automotive,Nissan Leaf 4675,8
Automotive,Ford Mustang Mach-E 883,10
Automotive,Chevrolet Bolt EV 6103,7
Automotive,Chevrolet Bolt EV 7545,8
Automotive,Chevrolet Bolt EV 3653,4
Automotive,Toyota Prius 8304,7
Automotive,BMW i4 9321,1
Automotive,Toyota Prius 2595,1
Automotive,Nissan Leaf 8196,6
Automotive,Chevrolet Bolt EV 152,10
Automotive,Tesla Model 3 2986,7
Automotive,Chevrolet Bolt EV 4751,6
Automotive,Chevrolet Bolt EV 749,9
Automotive,Toyota Prius 7926,10
Automotive,BMW i4 6785,5
Automotive,Toyota Prius 2168,2
Automotive,Tesla Model 3 8687,5
Automotive,BMW i4 1046,2
Automotive,BMW i4 8911,9
Automotive,Toyota Prius 2580,4
Automotive,Tesla Model 3 6858,9
Automotive,Ford Mustang Mach-E 685,3
Automotive,BMW i4 8219,4
Automotive,Ford Mustang Mach-E 7436,7
Automotive,Tesla Model 3 4616,2
Automotive,Tesla Model 3 1371,10
Automotive,Tesla Model 3 1246,6
Automotive,BMW i4 1350,6
Automotive,Ford Mustang Mach-E 330,7
Automotive,Tesla Model 3 1634,2
Automotive,Nissan Leaf 5156,2
Automotive,Toyota Prius 6031,2
Automotive,Ford Mustang Mach-E 6156,7
Automotive,BMW i4 5035,7
Automotive,Nissan Leaf 1464,4
Automotive,Tesla Model 3 9190,4
Automotive,Toyota Prius 8461,10
Automotive,BMW i4 6253,2
Automotive,Chevrolet Bolt EV 9736,7
Automotive,Nissan Leaf 411,4
Automotive,Nissan Leaf 7867,10
Automotive,Chevrolet Bolt EV 7182,4
Automotive,BMW i4 2388,3
Automotive,Tesla Model 3 6859,6
Automotive,Chevrolet Bolt EV 5208,7
Automotive,Toyota Prius 194,9
Automotive,Tesla Model 3 3270,5
Automotive,Ford Mustang Mach-E 129,2
Automotive,Ford Mustang Mach-E 2519,1
Automotive,BMW i4 7723,1
Automotive,Nissan Leaf 3091,10
Automotive,Chevrolet Bolt EV 4862,4
Automotive,Toyota Prius 5323,1
Automotive,Chevrolet Bolt EV 7970,8
Automotive,Nissan Leaf 8977,4
Automotive,Chevrolet Bolt EV 5620,4
Automotive,Chevrolet Bolt EV 8734,6
Automotive,Tesla Model 3 7298,8
Automotive,Toyota Prius 5653,4
Automotive,Tesla Model 3 4943,3
Automotive,Toyota Prius 5896,7
Automotive,Tesla Model 3 5484,7
Automotive,Ford Mustang Mach-E 5267,5
Automotive,Toyota Prius 744,4
Automotive,Nissan Leaf 6537,6
Automotive,Toyota Prius 1699,1
Automotive,BMW i4 363,3
Automotive,Chevrolet Bolt EV 3882,9
Automotive,Chevrolet Bolt EV 3344,5
Automotive,Toyota Prius 6904,1
Automotive,Tesla Model 3 5523,10
Automotive,BMW i4 3161,2
Automotive,Nissan Leaf 9242,7
Automotive,Chevrolet Bolt EV 2094,3
Automotive,Ford Mustang Mach-E 3093,2
Automotive,Ford Mustang Mach-E 1505,9
Automotive,Ford Mustang Mach-E 9698,4
Automotive,BMW i4 840,10
Automotive,Nissan Leaf 6147,7
Automotive,Toyota Prius 1422,7
Automotive,Nissan Leaf 934,4
Automotive,Chevrolet Bolt EV 1594,8
Automotive,Ford Mustang Mach-E 7264,3
Automotive,Ford Mustang Mach-E 4503,10
Automotive,Chevrolet Bolt EV 3642,7
Automotive,Chevrolet Bolt EV 4621,3
Automotive,Ford Mustang Mach-E 5467,10
Automotive,BMW i4 6351,7
Automotive,BMW i4 1872,9
Automotive,Nissan Leaf 783,8
Automotive,Ford Mustang Mach-E 200,9
Automotive,Nissan Leaf 111,8
Automotive,Toyota Prius 5997,3
Automotive,Chevrolet Bolt EV 9813,5
Automotive,Toyota Prius 6763,2
Automotive,Tesla Model 3 7019,3
Automotive,BMW i4 7224,1
Automotive,Toyota Prius 500,8
Automotive,Chevrolet Bolt EV 3206,5
Automotive,Tesla Model 3 9237,5
Automotive,Nissan Leaf 1034,10
Automotive,Chevrolet Bolt EV 217,7
Automotive,BMW i4 497,10
Automotive,Chevrolet Bolt EV 9848,2
Automotive,Tesla Model 3 8160,9
Automotive,Ford Mustang Mach-E 5521,4
Automotive,Ford Mustang Mach-E 6923,9
Automotive,Ford Mustang Mach-E 8888,3
Automotive,Toyota Prius 630,1
Automotive,Ford Mustang Mach-E 5923,9
Automotive,Chevrolet Bolt EV 3024,10
Automotive,Tesla Model 3 9896,8
Automotive,Ford Mustang Mach-E 1443,9
Automotive,Ford Mustang Mach-E 1323,4
Automotive,Chevrolet Bolt EV 6955,1
Automotive,BMW i4 1662,3
Automotive,BMW i4 1734,1
Automotive,Toyota Prius 4381,2
Automotive,Tesla Model 3 7781,2
Automotive,Tesla Model 3 9312,6
Automotive,Ford Mustang Mach-E 4368,8
Automotive,Toyota Prius 520,7
Automotive,Ford Mustang Mach-E 5373,4
Automotive,Tesla Model 3 6173,10
Automotive,Tesla Model 3 489,1
Automotive,Nissan Leaf 1791,8
Automotive,Toyota Prius 8152,7
Automotive,Toyota Prius 9652,10
Automotive,Nissan Leaf 7479,4
Automotive,Nissan Leaf 9845,6
Automotive,Toyota Prius 2682,1
Automotive,Nissan Leaf 4605,10
Automotive,Toyota Prius 4542,10
Automotive,Chevrolet Bolt EV 4539,10
Automotive,Nissan Leaf 4329,9
Automotive,Toyota Prius 984,7
Automotive,Ford Mustang Mach-E 7209,3
Automotive,BMW i4 2521,5
Automotive,Tesla Model 3 3087,6
Automotive,Ford Mustang Mach-E 6928,10
Automotive,Ford Mustang Mach-E 8575,7
Automotive,Ford Mustang Mach-E 5127,9
Automotive,Ford Mustang Mach-E 9804,9
Automotive,Toyota Prius 9054,2
Automotive,Chevrolet Bolt EV 5431,1
Automotive,Toyota Prius 355,4
Automotive,BMW i4 5212,3
Automotive,Toyota Prius 6170,5
Automotive,Nissan Leaf 8050,6
Automotive,BMW i4 9468,10
Automotive,BMW i4 9191,7
Automotive,Nissan Leaf 6316,7
Automotive,Tesla Model 3 3779,3
Automotive,Tesla Model 3 4866,2
Automotive,Toyota Prius 5426,8
Automotive,Toyota Prius 1126,7
Automotive,Chevrolet Bolt EV 9197,8
Automotive,Nissan Leaf 9232,7
Automotive,Toyota Prius 391,7
Automotive,BMW i4 100,8
Automotive,BMW i4 5898,3
Automotive,Toyota Prius 6450,1
Automotive,BMW i4 3177,6
Automotive,Toyota Prius 998,9
Automotive,Nissan Leaf 8507,5
Automotive,Toyota Prius 9155,6
Automotive,Toyota Prius 8997,4
Automotive,Tesla Model 3 8666,10
Automotive,Chevrolet Bolt EV 5755,6
Automotive,Tesla Model 3 9503,10
Automotive,Ford Mustang Mach-E 7511,2
Automotive,BMW i4 2841,1
Automotive,BMW i4 1973,9
Automotive,BMW i4 607,7
Automotive,Ford Mustang Mach-E 3679,1
Automotive,BMW i4 1932,4
