product_name,category,material_score,carbon_footprint,packaging
Bed Frame - Model 428,furniture,1,7.202003249774503,4
Bed Frame - Model 451,furniture,5,2.9031014553398,5
Bed Frame - Model 171,furniture,9,5.278471944740964,2
Bed Frame - Model 315,furniture,6,2.293822192746905,5
Bed Frame - Model 154,furniture,6,1.8754335676574132,1
Bed Frame - Model 306,furniture,5,4.954889757852498,5
Bed Frame - Model 499,furniture,10,7.5819947405925685,2
Bed Frame - Model 334,furniture,6,4.586629382266997,4
Bed Frame - Model 104,furniture,7,4.357131884231421,5
Bed Frame - Model 219,furniture,4,6.351707015299413,2
Bed Frame - Model 264,furniture,1,1.2447946410675819,2
Bed Frame - Model 9,furniture,1,8.562602124290567,2
Bed Frame - Model 90,furniture,6,1.8465124492141902,4
Bed Frame - Model 87,furniture,5,1.000479331991298,3
Bed Frame - Model 441,furniture,2,3.732887076287167,2
Bed Frame - Model 401,furniture,3,5.050967492211158,3
Bed Frame - Model 451,furniture,6,6.516991281179143,5
Bed Frame - Model 192,furniture,4,5.824329303267808,5
Bed Frame - Model 462,furniture,7,8.420204854708434,3
Bed Frame - Model 287,furniture,8,9.224198706892308,2
Bed Frame - Model 155,furniture,3,7.901378142019742,5
Bed Frame - Model 451,furniture,2,7.519286214562821,1
Bed Frame - Model 454,furniture,4,7.153143934955575,3
Bed Frame - Model 272,furniture,6,2.56347069680639,1
Bed Frame - Model 221,furniture,6,3.6370070293788577,1
Bed Frame - Model 309,furniture,3,3.083221396383052,1
Bed Frame - Model 154,furniture,5,8.094454007514955,5
Bed Frame - Model 63,furniture,1,2.3122103239952505,4
Bed Frame - Model 341,furniture,1,5.294724962495195,4
Bed Frame - Model 312,furniture,9,7.031278409382769,5
Bed Frame - Model 94,furniture,10,3.8347798404324323,2
Bed Frame - Model 273,furniture,7,5.846382442156425,3
Bed Frame - Model 344,furniture,2,8.53779492081765,3
Bed Frame - Model 411,furniture,3,3.051440604593037,3
Bed Frame - Model 295,furniture,7,9.554772614085653,3
Bed Frame - Model 423,furniture,5,5.72497112296672,3
Bed Frame - Model 164,furniture,5,7.925299229925572,4
Bed Frame - Model 468,furniture,3,3.576363573457923,1
Bed Frame - Model 145,furniture,8,1.4491475661207092,3
Bed Frame - Model 138,furniture,4,8.7652556846135,3
Bed Frame - Model 319,furniture,3,0.7848803510049875,2
Bed Frame - Model 480,furniture,8,9.152017603114162,3
Bed Frame - Model 248,furniture,3,3.3413461101769486,1
Bed Frame - Model 411,furniture,10,6.242640512715354,5
Bed Frame - Model 466,furniture,3,5.175327275265279,2
Bed Frame - Model 206,furniture,4,7.493513535550599,3
Bed Frame - Model 192,furniture,7,1.9128234389117842,1
Bed Frame - Model 253,furniture,10,6.363857321005042,4
Bed Frame - Model 315,furniture,7,1.85368958814223,1
Bed Frame - Model 205,furniture,6,5.952787247443396,2
Bed Frame - Model 89,furniture,2,6.531863222527325,2
Bed Frame - Model 6,furniture,5,2.706689129793468,4
Bed Frame - Model 464,furniture,4,3.5775782652274906,1
Bed Frame - Model 112,furniture,2,5.549219508892856,4
Bed Frame - Model 328,furniture,4,2.5657610997641784,3
Bed Frame - Model 189,furniture,1,1.2776286194798885,5
Bed Frame - Model 97,furniture,9,6.234802569924358,2
Bed Frame - Model 61,furniture,7,4.691788194908158,1
Bed Frame - Model 262,furniture,10,8.244170796324154,1
Bed Frame - Model 449,furniture,1,7.404171477524073,4
Bed Frame - Model 331,furniture,10,6.8516363760434285,2
Bed Frame - Model 198,furniture,1,4.724491134029618,2
Bed Frame - Model 251,furniture,6,4.873829439035758,5
Bed Frame - Model 407,furniture,8,3.3425265771754065,3
Bed Frame - Model 254,furniture,2,2.458315009608117,4
Bed Frame - Model 165,furniture,9,4.447775938850274,2
Bed Frame - Model 245,furniture,4,2.7432548560009944,2
Bed Frame - Model 147,furniture,5,0.5595547075795071,4
Bed Frame - Model 104,furniture,5,2.6307748330945366,4
Bed Frame - Model 250,furniture,8,8.272453051895255,1
Bed Frame - Model 427,furniture,2,4.141610523250719,4
Bed Frame - Model 113,furniture,4,9.227824824573327,4
Bed Frame - Model 195,furniture,6,9.023381010625698,2
Bed Frame - Model 34,furniture,7,3.6022826390815017,5
Bed Frame - Model 456,furniture,7,1.0125161576767203,4
Bed Frame - Model 75,furniture,10,9.498362626467468,1
Bed Frame - Model 455,furniture,2,2.570923070476762,2
Bed Frame - Model 485,furniture,6,5.808536550515292,3
Bed Frame - Model 269,furniture,10,5.889740183747591,1
Bookshelf - Model 264,furniture,7,1.9815542577667296,5
Bookshelf - Model 198,furniture,10,5.283717844601265,4
Bookshelf - Model 17,furniture,1,1.5883140390916046,1
Bookshelf - Model 252,furniture,8,0.580524483967599,3
Bookshelf - Model 350,furniture,1,6.978772041462078,1
Bookshelf - Model 173,furniture,8,9.522071417728196,4
Bookshelf - Model 327,furniture,10,7.232731200781499,4
Bookshelf - Model 291,furniture,4,3.481376594125856,4
Bookshelf - Model 454,furniture,9,7.527521057442777,2
Bookshelf - Model 272,furniture,4,3.7192324049951804,5
Bookshelf - Model 13,furniture,8,8.23753250017255,5
Bookshelf - Model 446,furniture,1,1.7800686124664362,4
Bookshelf - Model 148,furniture,6,4.926383897756608,3
Bookshelf - Model 337,furniture,4,6.35378365550217,2
Bookshelf - Model 70,furniture,5,4.243384899909321,3
Bookshelf - Model 148,furniture,3,8.580958378877051,3
Bookshelf - Model 58,furniture,5,7.7718528814173045,3
Bookshelf - Model 196,furniture,1,3.6306828439709675,1
Bookshelf - Model 277,furniture,8,3.5363198419310793,2
Bookshelf - Model 38,furniture,6,4.310324456863234,2
Bookshelf - Model 307,furniture,8,4.955318847394343,2
Bookshelf - Model 417,furniture,9,5.181695920865465,4
Bookshelf - Model 200,furniture,10,7.343478367107269,3
Bookshelf - Model 50,furniture,7,1.3028327075981792,1
Bookshelf - Model 459,furniture,2,4.216596792297548,4
Bookshelf - Model 436,furniture,2,4.163871464875273,1
Bookshelf - Model 251,furniture,6,5.719685468005084,4
Bookshelf - Model 340,furniture,8,7.012195156320325,5
Bookshelf - Model 49,furniture,7,5.597132581327815,5
Bookshelf - Model 141,furniture,10,3.9166051416060084,3
Bookshelf - Model 461,furniture,8,7.164201373491991,4
Bookshelf - Model 404,furniture,8,6.871646499726295,3
Bookshelf - Model 235,furniture,5,6.226002057466187,2
Bookshelf - Model 284,furniture,6,2.24207417987729,2
Bookshelf - Model 98,furniture,8,5.086970465181938,1
Bookshelf - Model 165,furniture,8,8.602218031576971,5
Bookshelf - Model 176,furniture,3,6.915900938405832,2
Bookshelf - Model 338,furniture,9,8.500182137610938,1
Bookshelf - Model 339,furniture,8,5.529786465838098,5
Bookshelf - Model 285,furniture,8,8.36815280368321,3
Bookshelf - Model 175,furniture,3,2.5460073365406277,1
Bookshelf - Model 443,furniture,10,8.976286731196097,5
Bookshelf - Model 485,furniture,2,3.532614401475304,2
Bookshelf - Model 65,furniture,3,7.529288979678784,3
Bookshelf - Model 243,furniture,2,2.943375543838717,3
Bookshelf - Model 113,furniture,9,7.744059448030992,5
Bookshelf - Model 148,furniture,1,4.815517658689453,2
Bookshelf - Model 84,furniture,5,5.526053975400307,1
Bookshelf - Model 103,furniture,5,8.633899347028144,4
Bookshelf - Model 278,furniture,5,0.7999522109757323,1
Bookshelf - Model 112,furniture,2,3.9036173210755205,1
Bookshelf - Model 8,furniture,3,3.920132225163873,4
Bookshelf - Model 373,furniture,10,9.273729616646055,2
Bookshelf - Model 481,furniture,4,2.050276638225889,2
Bookshelf - Model 338,furniture,9,9.060262552827725,2
Bookshelf - Model 143,furniture,7,8.005687319187007,2
Bookshelf - Model 289,furniture,6,8.165834784777292,4
Bookshelf - Model 247,furniture,8,2.8409570871467222,3
Bookshelf - Model 480,furniture,1,7.25874459483078,3
Bookshelf - Model 50,furniture,3,1.6380136287417364,4
Bookshelf - Model 88,furniture,10,8.092757490854567,4
Bookshelf - Model 279,furniture,3,1.3298120976824785,5
Bookshelf - Model 231,furniture,3,2.6878036696026877,4
Bookshelf - Model 407,furniture,7,6.696751859461531,5
Bookshelf - Model 292,furniture,5,3.940238269876825,4
Bookshelf - Model 135,furniture,7,1.2430961885132374,3
Bookshelf - Model 240,furniture,2,9.600555380253908,1
Bookshelf - Model 399,furniture,6,1.3512987362889952,3
Bookshelf - Model 194,furniture,1,5.346678238792275,4
Bookshelf - Model 288,furniture,9,9.224645944836528,4
Bookshelf - Model 151,furniture,9,2.6979456256207457,5
Bookshelf - Model 375,furniture,1,4.750060591846155,3
Bookshelf - Model 154,furniture,1,9.111622182328006,5
Bookshelf - Model 50,furniture,9,2.0523890743482247,4
Bookshelf - Model 433,furniture,8,8.391063998848686,4
Bookshelf - Model 409,furniture,8,2.2782025839286764,4
Bookshelf - Model 84,furniture,9,1.3402655199899582,2
Bookshelf - Model 80,furniture,2,1.251154389120578,1
Bookshelf - Model 61,furniture,5,1.6689581148479564,4
Bookshelf - Model 390,furniture,5,2.5237389085289603,2
Bookshelf - Model 208,furniture,4,6.799996802639096,4
Bookshelf - Model 348,furniture,6,1.3773340149391493,1
Bookshelf - Model 412,furniture,1,8.602121486260188,3
Bookshelf - Model 39,furniture,8,4.101768137392307,4
Bookshelf - Model 444,furniture,9,5.289846256764674,3
Bookshelf - Model 27,furniture,8,4.907731868896498,4
Bookshelf - Model 8,furniture,1,2.4622122456902513,1
Bookshelf - Model 186,furniture,6,2.73142441087401,2
Bookshelf - Model 247,furniture,1,4.285587094445402,5
Bookshelf - Model 68,furniture,5,5.42652981055802,1
Bookshelf - Model 496,furniture,1,3.2554875483845027,3
Bookshelf - Model 220,furniture,1,8.375596306961878,5
Bookshelf - Model 354,furniture,7,2.038820901265314,3
Bookshelf - Model 261,furniture,8,4.844396566831662,5
Bookshelf - Model 2,furniture,7,5.061095241044546,4
Bookshelf - Model 494,furniture,3,2.3469414284042545,4
Bookshelf - Model 486,furniture,3,2.749560155540638,4
Bookshelf - Model 428,furniture,3,9.341189739220594,3
Bookshelf - Model 167,furniture,2,5.0185059880154155,4
Bookshelf - Model 106,furniture,9,8.451118141485924,5
Cotton T-Shirt - Model 423,clothing,10,5.562447925122783,2
Cotton T-Shirt - Model 186,clothing,5,7.856646459590024,1
Cotton T-Shirt - Model 339,clothing,2,7.23283737544273,3
Cotton T-Shirt - Model 192,clothing,7,4.131314548557409,2
Cotton T-Shirt - Model 292,clothing,2,2.6210690461136164,3
Cotton T-Shirt - Model 487,clothing,2,1.9131913095615651,1
Cotton T-Shirt - Model 208,clothing,10,8.096859218220605,1
Cotton T-Shirt - Model 146,clothing,5,5.109678285187205,1
Cotton T-Shirt - Model 160,clothing,3,6.984603527018782,4
Cotton T-Shirt - Model 335,clothing,4,6.722139694961097,3
Cotton T-Shirt - Model 247,clothing,4,7.9664718727027735,3
Cotton T-Shirt - Model 337,clothing,6,9.907676069808357,5
Cotton T-Shirt - Model 112,clothing,9,6.187873805943355,4
Cotton T-Shirt - Model 295,clothing,7,8.971668910213737,1
Cotton T-Shirt - Model 118,clothing,5,9.67160606455579,4
Cotton T-Shirt - Model 227,clothing,10,5.4269505345254885,1
Cotton T-Shirt - Model 68,clothing,5,4.8876269711106755,5
Cotton T-Shirt - Model 88,clothing,9,1.6040060907776308,2
Cotton T-Shirt - Model 209,clothing,4,8.61264430200817,4
Cotton T-Shirt - Model 229,clothing,1,9.007311147845147,3
Cotton T-Shirt - Model 86,clothing,7,9.649617215042944,2
Cotton T-Shirt - Model 148,clothing,9,4.4093411830995635,1
Cotton T-Shirt - Model 500,clothing,4,9.150858471210958,1
Cotton T-Shirt - Model 212,clothing,2,1.8065174201786975,1
Cotton T-Shirt - Model 199,clothing,8,1.3120092960303749,1
Cotton T-Shirt - Model 106,clothing,6,6.171856206309454,3
Cotton T-Shirt - Model 444,clothing,5,7.690715810314073,4
Cotton T-Shirt - Model 293,clothing,4,3.278967511433252,4
Cotton T-Shirt - Model 424,clothing,8,3.2765234885130274,2
Cotton T-Shirt - Model 133,clothing,10,8.688320786180382,1
Cotton T-Shirt - Model 27,clothing,2,5.452938997564876,4
Cotton T-Shirt - Model 367,clothing,1,1.2961794457866909,4
Cotton T-Shirt - Model 118,clothing,9,1.0823110247570435,2
Cotton T-Shirt - Model 184,clothing,8,2.0783314880071817,5
Cotton T-Shirt - Model 326,clothing,3,5.450919556823794,5
Cotton T-Shirt - Model 426,clothing,2,1.543988493779735,1
Cotton T-Shirt - Model 46,clothing,7,7.2300586134728295,2
Cotton T-Shirt - Model 376,clothing,4,3.0716854005617678,4
Cotton T-Shirt - Model 299,clothing,5,2.066814833725132,5
Cotton T-Shirt - Model 133,clothing,7,9.440724117651044,4
Cotton T-Shirt - Model 40,clothing,1,0.6815327554258103,5
Cotton T-Shirt - Model 489,clothing,6,6.848450338279404,3
Cotton T-Shirt - Model 252,clothing,5,4.030911494784895,1
Cotton T-Shirt - Model 349,clothing,7,8.897652991005357,5
Cotton T-Shirt - Model 320,clothing,7,9.900113364997727,2
Cotton T-Shirt - Model 441,clothing,8,2.2887524807821866,2
Cotton T-Shirt - Model 128,clothing,10,8.965633032647727,2
Cotton T-Shirt - Model 211,clothing,9,3.2670937126312607,4
Cotton T-Shirt - Model 324,clothing,4,3.4826294264330033,5
Cotton T-Shirt - Model 375,clothing,8,1.0078878670361893,1
Cotton T-Shirt - Model 371,clothing,4,9.234644191959113,5
Cotton T-Shirt - Model 272,clothing,1,1.054040267982209,4
Cotton T-Shirt - Model 101,clothing,4,9.947940332359067,3
Cotton T-Shirt - Model 51,clothing,2,6.77912680421737,4
Cotton T-Shirt - Model 156,clothing,3,7.829459045551447,4
Cotton T-Shirt - Model 173,clothing,6,1.0799929772016164,3
Cotton T-Shirt - Model 337,clothing,6,5.292885058558499,1
Cotton T-Shirt - Model 434,clothing,8,5.871372187292097,2
Cotton T-Shirt - Model 206,clothing,7,0.7611653163617469,2
Cotton T-Shirt - Model 49,clothing,6,0.7927021928408142,1
Cotton T-Shirt - Model 267,clothing,1,2.4838143701977566,5
Cotton T-Shirt - Model 462,clothing,3,3.8089009523869217,5
Cotton T-Shirt - Model 206,clothing,3,4.947095966376321,5
Cotton T-Shirt - Model 438,clothing,4,1.886287408966278,4
Cotton T-Shirt - Model 29,clothing,4,5.470769684060465,4
Cotton T-Shirt - Model 421,clothing,2,2.6086986492929722,2
Cotton T-Shirt - Model 209,clothing,7,7.97833738754635,3
Cotton T-Shirt - Model 197,clothing,4,4.927791132403702,4
Cotton T-Shirt - Model 176,clothing,9,5.59906017911863,5
Cotton T-Shirt - Model 261,clothing,2,9.962349888287987,5
Cotton T-Shirt - Model 295,clothing,7,3.1716806657367065,3
Cotton T-Shirt - Model 41,clothing,6,9.302359345113704,2
Cotton T-Shirt - Model 283,clothing,4,2.2570387847382047,2
Cotton T-Shirt - Model 332,clothing,6,4.83306408824829,3
Cotton T-Shirt - Model 62,clothing,2,8.199030428375025,5
Cotton T-Shirt - Model 442,clothing,4,6.888338083562076,2
Cotton T-Shirt - Model 240,clothing,1,4.34055305444274,4
Cotton T-Shirt - Model 52,clothing,5,2.7214480403705794,4
Cotton T-Shirt - Model 473,clothing,4,1.752186329074452,2
Cotton T-Shirt - Model 416,clothing,3,4.704067128060018,2
Cotton T-Shirt - Model 46,clothing,3,1.4573177388476302,3
Cotton T-Shirt - Model 315,clothing,5,6.8294393883688365,2
Cotton T-Shirt - Model 326,clothing,9,4.975766447523512,4
Cotton T-Shirt - Model 202,clothing,4,5.811330803060406,1
Cotton T-Shirt - Model 265,clothing,9,1.6667548294184737,1
Cotton T-Shirt - Model 221,clothing,4,4.989756502010791,3
Cotton T-Shirt - Model 94,clothing,3,8.867370214111808,3
Cotton T-Shirt - Model 139,clothing,3,8.782501830960875,2
Cotton T-Shirt - Model 19,clothing,4,9.686132013265068,3
Cotton T-Shirt - Model 199,clothing,1,1.1975519998588882,2
Cotton T-Shirt - Model 498,clothing,10,2.9351828062094345,1
Cotton T-Shirt - Model 384,clothing,7,0.7949376234064894,5
Cotton T-Shirt - Model 249,clothing,10,6.259072866609658,4
Cotton T-Shirt - Model 478,clothing,9,9.42587513092908,5
Cotton T-Shirt - Model 219,clothing,8,2.947911904620554,4
Cotton T-Shirt - Model 306,clothing,4,4.000173727682493,5
Cotton T-Shirt - Model 270,clothing,1,7.0464834945438675,2
Cotton T-Shirt - Model 151,clothing,6,1.5029032645609832,3
Cotton T-Shirt - Model 85,clothing,8,5.543346517566669,2
Cotton T-Shirt - Model 55,clothing,7,5.8733010441416,1
Denim Jeans - Model 421,clothing,5,7.938263525810235,5
Denim Jeans - Model 62,clothing,4,6.59054302885243,3
Denim Jeans - Model 232,clothing,1,5.030619476733332,1
Denim Jeans - Model 398,clothing,2,8.55099205910732,2
Denim Jeans - Model 225,clothing,1,8.25307581575366,4
Denim Jeans - Model 390,clothing,7,1.4986696298014637,4
Denim Jeans - Model 321,clothing,2,6.876554760333513,5
Denim Jeans - Model 255,clothing,2,9.291944511407777,2
Denim Jeans - Model 459,clothing,3,5.259998692464545,4
Denim Jeans - Model 164,clothing,4,6.857678061961205,2
Denim Jeans - Model 397,clothing,10,8.380676170884104,5
Denim Jeans - Model 358,clothing,5,2.067713915498416,3
Denim Jeans - Model 339,clothing,2,9.78624069341848,4
Denim Jeans - Model 404,clothing,4,3.99589242822088,4
Denim Jeans - Model 294,clothing,5,7.718061419098146,5
Denim Jeans - Model 292,clothing,6,2.1519928517783735,3
Denim Jeans - Model 32,clothing,2,2.430832621677116,1
Denim Jeans - Model 383,clothing,1,5.481132440473237,3
Denim Jeans - Model 22,clothing,9,6.861587351833542,3
Denim Jeans - Model 391,clothing,6,1.8010301384318599,1
Denim Jeans - Model 210,clothing,4,6.798863666638455,2
Denim Jeans - Model 295,clothing,7,5.920512531776832,5
Denim Jeans - Model 284,clothing,7,8.401520855957152,5
Denim Jeans - Model 425,clothing,4,3.618968403065766,3
Denim Jeans - Model 263,clothing,4,8.773478353423636,1
Denim Jeans - Model 301,clothing,6,9.880039530218312,5
Denim Jeans - Model 437,clothing,8,7.666333138957343,2
Denim Jeans - Model 152,clothing,4,1.651950160620078,4
Denim Jeans - Model 282,clothing,5,6.2294586739023154,3
Denim Jeans - Model 411,clothing,6,5.002008587833328,3
Denim Jeans - Model 102,clothing,10,4.760806861210739,4
Denim Jeans - Model 460,clothing,8,6.4913566407654075,2
Denim Jeans - Model 469,clothing,10,8.674978777006492,3
Denim Jeans - Model 137,clothing,4,7.454621083518354,4
Denim Jeans - Model 297,clothing,1,8.70656880339146,5
Denim Jeans - Model 173,clothing,3,8.432057299052364,4
Denim Jeans - Model 9,clothing,3,6.951422280320808,4
Denim Jeans - Model 285,clothing,6,7.878976696894509,1
Denim Jeans - Model 295,clothing,10,6.418009056441138,3
Denim Jeans - Model 382,clothing,7,4.758995499156125,3
Denim Jeans - Model 51,clothing,5,6.116016385173928,4
Denim Jeans - Model 291,clothing,2,1.554770487473298,5
Denim Jeans - Model 307,clothing,4,7.329043509050106,3
Denim Jeans - Model 282,clothing,5,3.077488215491293,1
Denim Jeans - Model 66,clothing,4,2.3104852867629413,4
Denim Jeans - Model 26,clothing,7,2.4245800283533594,3
Denim Jeans - Model 338,clothing,1,4.654596258739264,4
Denim Jeans - Model 478,clothing,1,7.4425422206447935,4
Denim Jeans - Model 258,clothing,9,8.143035345722385,2
Denim Jeans - Model 378,clothing,1,4.724221696963566,4
Denim Jeans - Model 190,clothing,6,9.069529141645692,2
Denim Jeans - Model 109,clothing,7,9.61370601812687,3
Denim Jeans - Model 283,clothing,4,5.815274314856176,1
Denim Jeans - Model 306,clothing,3,4.7431137315211,5
Denim Jeans - Model 59,clothing,5,9.804101051695438,1
Denim Jeans - Model 414,clothing,2,3.5720461203521614,1
Denim Jeans - Model 344,clothing,9,4.829392917542624,5
Denim Jeans - Model 418,clothing,6,8.48783026516678,5
Denim Jeans - Model 285,clothing,1,0.8906374954303309,1
Denim Jeans - Model 293,clothing,2,4.748507366565849,5
Denim Jeans - Model 265,clothing,3,9.257512639302114,2
Denim Jeans - Model 26,clothing,9,7.755115089434188,2
Denim Jeans - Model 37,clothing,8,5.234313992718805,4
Denim Jeans - Model 161,clothing,3,1.199881634706979,3
Denim Jeans - Model 123,clothing,5,5.800795865750452,1
Denim Jeans - Model 419,clothing,9,6.2828152111340625,4
Denim Jeans - Model 433,clothing,1,4.530045346557053,4
Denim Jeans - Model 114,clothing,1,5.467905849867,3
Denim Jeans - Model 342,clothing,8,5.7869953705462445,5
Denim Jeans - Model 137,clothing,5,3.473994182106498,5
Denim Jeans - Model 226,clothing,5,8.824615780100554,5
Denim Jeans - Model 26,clothing,3,8.639374636497317,5
Denim Jeans - Model 468,clothing,10,1.8409108181878684,4
Denim Jeans - Model 103,clothing,4,0.615763145137771,3
Denim Jeans - Model 105,clothing,7,0.8817097795661919,3
Denim Jeans - Model 395,clothing,9,7.794304967952617,2
Denim Jeans - Model 153,clothing,5,2.420295103142975,5
Denim Jeans - Model 360,clothing,6,5.90404153942426,5
Denim Jeans - Model 240,clothing,7,6.760646460535991,4
Denim Jeans - Model 330,clothing,9,7.356926832194346,1
Denim Jeans - Model 371,clothing,2,2.19971674851827,5
Denim Jeans - Model 226,clothing,9,8.870396669510772,3
Denim Jeans - Model 244,clothing,7,2.5840322339466404,1
Denim Jeans - Model 279,clothing,3,4.898387308345361,4
Denim Jeans - Model 350,clothing,6,5.803138632202686,5
Denim Jeans - Model 120,clothing,2,3.5164577032941153,3
Denim Jeans - Model 59,clothing,3,4.771173734370597,2
Denim Jeans - Model 189,clothing,7,2.2775678032537785,3
Denim Jeans - Model 361,clothing,8,5.255790214518949,3
Denim Jeans - Model 140,clothing,4,9.263106266760465,2
Denim Jeans - Model 73,clothing,9,9.473129329625475,2
Denim Jeans - Model 243,clothing,8,6.150211929106227,3
Denim Jeans - Model 152,clothing,4,7.81138369837104,3
Denim Jeans - Model 43,clothing,8,1.508926253582668,3
Denim Jeans - Model 197,clothing,9,5.170457602204948,3
Denim Jeans - Model 15,clothing,2,5.102608654398243,1
Denim Jeans - Model 298,clothing,6,6.637826963581041,4
Denim Jeans - Model 4,clothing,7,6.60032276443897,4
Denim Jeans - Model 8,clothing,9,5.7403660834280945,5
Denim Jeans - Model 49,clothing,10,8.171899863111172,5
Leather Jacket - Model 205,clothing,2,7.324786351883523,3
Leather Jacket - Model 103,clothing,2,1.5249754996127867,4
Leather Jacket - Model 417,clothing,2,2.6746471738756608,1
Leather Jacket - Model 13,clothing,10,8.155670025147964,1
Leather Jacket - Model 70,clothing,1,9.394227954384622,1
Leather Jacket - Model 254,clothing,5,5.204168430409441,1
Leather Jacket - Model 114,clothing,1,9.572883222674028,4
Leather Jacket - Model 455,clothing,8,5.929976599856757,2
Leather Jacket - Model 12,clothing,7,9.241625151960298,4
Leather Jacket - Model 460,clothing,9,7.871782692709717,3
Leather Jacket - Model 499,clothing,7,1.3800984009617279,2
Leather Jacket - Model 422,clothing,8,9.000927868691365,2
Leather Jacket - Model 302,clothing,3,3.1040446561921584,2
Leather Jacket - Model 422,clothing,3,8.578110411450293,1
Leather Jacket - Model 461,clothing,3,3.985650592499284,4
Leather Jacket - Model 344,clothing,3,7.117638826539191,1
Leather Jacket - Model 221,clothing,3,4.962404852352702,2
Leather Jacket - Model 346,clothing,1,7.971457361014966,3
Leather Jacket - Model 379,clothing,7,9.523695367468298,3
Leather Jacket - Model 422,clothing,2,2.753160276683391,4
Leather Jacket - Model 342,clothing,8,4.694789083790713,3
Leather Jacket - Model 58,clothing,4,2.389865804640609,2
Leather Jacket - Model 376,clothing,2,5.990207364017359,2
Leather Jacket - Model 94,clothing,7,9.753302189654546,4
Leather Jacket - Model 65,clothing,2,3.885847204280835,2
Leather Jacket - Model 10,clothing,6,9.794563168007096,1
Leather Jacket - Model 394,clothing,2,4.889524310769453,2
Leather Jacket - Model 275,clothing,2,1.566735484865927,2
Leather Jacket - Model 264,clothing,3,4.3487139765993525,3
Leather Jacket - Model 407,clothing,10,2.2658709483505155,1
Leather Jacket - Model 143,clothing,10,1.6128137889983987,2
Leather Jacket - Model 188,clothing,7,0.9289127536740083,2
Leather Jacket - Model 30,clothing,3,2.7079269042880556,5
Leather Jacket - Model 275,clothing,4,8.219060153971085,2
Leather Jacket - Model 203,clothing,3,8.704822540292318,2
Leather Jacket - Model 137,clothing,6,0.7269464839126614,1
Leather Jacket - Model 431,clothing,10,3.137604535521054,3
Leather Jacket - Model 185,clothing,4,6.542972877657897,5
Leather Jacket - Model 257,clothing,4,5.625816747260977,1
Leather Jacket - Model 66,clothing,4,8.078794849551542,2
Leather Jacket - Model 420,clothing,7,3.3948655504494885,1
Leather Jacket - Model 328,clothing,4,1.5701007368659714,5
Leather Jacket - Model 239,clothing,6,9.229801920945674,1
Leather Jacket - Model 401,clothing,9,9.310268388987392,5
Leather Jacket - Model 202,clothing,10,3.583084633205256,5
Leather Jacket - Model 472,clothing,7,4.805051028179188,2
Leather Jacket - Model 32,clothing,9,6.536948351059687,5
Leather Jacket - Model 314,clothing,10,8.635782931932892,1
Leather Jacket - Model 144,clothing,4,5.3907137407138315,2
Leather Jacket - Model 45,clothing,4,9.649602397894071,5
Leather Jacket - Model 405,clothing,9,6.31979191602933,4
Leather Jacket - Model 105,clothing,10,5.868281406917439,1
Leather Jacket - Model 468,clothing,2,1.0968327036399577,2
Leather Jacket - Model 81,clothing,9,8.322003750852971,5
Leather Jacket - Model 435,clothing,10,4.408382639344001,3
Leather Jacket - Model 455,clothing,8,8.894801963880655,1
Leather Jacket - Model 272,clothing,8,2.9362687040328637,3
Leather Jacket - Model 21,clothing,4,5.365405639425502,2
Leather Jacket - Model 177,clothing,2,6.977712959994388,5
Leather Jacket - Model 193,clothing,2,7.217662774626837,2
Leather Jacket - Model 205,clothing,6,9.493410122308031,4
Leather Jacket - Model 81,clothing,3,0.719535798288552,3
Leather Jacket - Model 41,clothing,7,8.581760334152861,2
Leather Jacket - Model 383,clothing,3,8.17865832730834,4
Leather Jacket - Model 387,clothing,3,5.460844483956861,4
Leather Jacket - Model 216,clothing,5,9.70094781809228,4
Leather Jacket - Model 66,clothing,9,9.960650213032078,4
Leather Jacket - Model 452,clothing,8,6.098893266128269,1
Leather Jacket - Model 31,clothing,5,4.0826525861278515,1
Leather Jacket - Model 282,clothing,1,8.227608898743691,1
Leather Jacket - Model 206,clothing,3,2.9225372789060264,5
Leather Jacket - Model 42,clothing,5,0.8296770881021482,5
Leather Jacket - Model 8,clothing,1,6.80887906696537,4
Leather Jacket - Model 420,clothing,1,4.152028491176875,5
Leather Jacket - Model 403,clothing,3,8.367686475341841,1
Leather Jacket - Model 428,clothing,8,1.2945635881512505,4
Leather Jacket - Model 83,clothing,6,4.799539769815569,5
Leather Jacket - Model 371,clothing,3,1.3871024565186374,4
Leather Jacket - Model 333,clothing,8,4.9850456869658695,5
Leather Jacket - Model 358,clothing,5,1.447726193214157,1
Leather Jacket - Model 54,clothing,7,2.702413853854693,5
Leather Jacket - Model 99,clothing,9,7.2737022000591445,1
Leather Jacket - Model 469,clothing,10,1.0604499531226521,4
Leather Jacket - Model 149,clothing,9,9.500139933709717,2
Leather Jacket - Model 85,clothing,3,7.758985388021754,1
Leather Jacket - Model 123,clothing,9,2.6607263431069463,2
Leather Jacket - Model 109,clothing,10,6.552223982108543,1
Leather Jacket - Model 185,clothing,2,5.490733483600749,2
Leather Jacket - Model 98,clothing,6,9.273687995668991,4
Leather Jacket - Model 482,clothing,6,1.0480672489595528,5
Leather Jacket - Model 99,clothing,1,3.213033750540394,2
Leather Jacket - Model 114,clothing,9,7.905954293538526,2
Leather Jacket - Model 245,clothing,6,4.048598443107059,2
Leather Jacket - Model 382,clothing,10,8.634510005063797,1
